lag,gaussian,bernoulli,average
lag 225,8702.705648578853,8430.385213542188,8566.54543106052
lag 226,8402.06340582634,8189.045207852578,8295.554306839458
lag 227,8354.265953506778,8385.432484285742,8369.84921889626
lag 228,8767.256016272519,8509.002108186072,8638.129062229295
lag 229,8305.720762923189,8517.441557250515,8411.581160086851
lag 230,8653.938885032185,8436.99102308485,8545.464954058518
lag 231,8644.209082074767,8610.036419961873,8627.12275101832
lag 232,8652.762425256666,8301.710767454017,8477.236596355342
lag 233,8355.869738725743,8462.225926738054,8409.0478327319
lag 234,8588.06459268698,8586.863005300605,8587.463798993793
lag 235,8687.254498195136,8592.737727464857,8639.996112829996
lag 236,8479.64631485399,8269.144567961615,8374.395441407803
lag 237,8546.100768731325,8303.62680732614,8424.863788028732
lag 238,8549.195310498068,8568.038224972443,8558.616767735255
lag 239,8757.764904640266,8454.663208342348,8606.214056491306
lag 240,8664.938810214546,8563.612832798795,8614.275821506671
lag 241,8323.895236567332,8287.7103658675,8305.802801217416
lag 242,8203.057679035734,8222.240756901478,8212.649217968607
lag 243,8421.954612010431,8296.519263929327,8359.23693796988
lag 244,8192.951594259881,8439.162668381763,8316.057131320822
lag 245,8681.052768941696,8246.986749670064,8464.01975930588
lag 246,8516.526307986187,8211.306633010852,8363.91647049852
lag 247,8444.548707629849,8514.506071676924,8479.527389653387
lag 248,8462.204388435179,8643.350147658224,8552.777268046702
lag 249,8199.563358219752,8726.370922604101,8462.967140411925
lag 250,8325.461916397187,7896.521499843079,8110.991708120133
lag 251,8373.803314108996,8412.748896301226,8393.27610520511
lag 252,8448.084622760143,8389.105410031048,8418.595016395597
lag 253,8471.677072884433,8421.317975435446,8446.497524159939
lag 254,8509.094310910892,8477.690343589224,8493.392327250058
lag 255,8335.555877117045,8499.54452547718,8417.550201297112
lag 256,8215.084562593993,8428.949790380644,8322.01717648732
lag 257,8427.518130784189,8402.107029944373,8414.81258036428
lag 258,8277.852904207164,8254.634740540096,8266.24382237363
lag 259,8374.785506772401,8457.320706273418,8416.05310652291
lag 260,8458.576720738782,8535.431525978896,8497.004123358838
lag 261,8199.082982217053,8533.94399037475,8366.513486295902
lag 262,8231.450033216453,8145.471409408795,8188.460721312624
lag 263,8608.938317130394,8517.88140927213,8563.409863201261
lag 264,8302.774133158546,8342.788580963732,8322.78135706114
lag 265,8456.388720818682,8530.211964807402,8493.300342813043
lag 266,8283.745853710472,8391.67599344896,8337.710923579716
