lag,gaussian,bernoulli,average
lag 206,2096.348199371692,2142.0147611571992,2119.181480264446
lag 207,2145.828612166304,2169.8284995905683,2157.8285558784364
lag 208,2142.734764535375,2102.9897579490116,2122.862261242193
lag 209,2101.9792248567933,2084.985648215606,2093.4824365361997
lag 210,2110.9670385523123,2121.926091834184,2116.446565193248
lag 211,2181.644978722784,2146.111182884223,2163.8780808035035
lag 212,2101.3989834829395,2096.6532285929857,2099.0261060379626
lag 213,2054.4519464669293,2099.8256082916937,2077.1387773793113
lag 214,2179.1815424702445,2092.911046629267,2136.0462945497557
lag 215,2043.9767713630663,2061.958526510166,2052.967648936616
lag 216,2089.1794722193285,2100.136546784257,2094.6580095017925
lag 217,2123.9472881397132,2132.8999057133105,2128.423596926512
lag 218,2057.3745266165533,2074.219279584913,2065.7969031007333
lag 219,2086.638853945936,2130.022225376685,2108.3305396613105
lag 220,2048.2144137981973,2157.133388420338,2102.6739011092677
lag 221,2112.581663116858,2090.0150852797296,2101.298374198294
lag 222,2072.6925587065466,2095.9728944411427,2084.3327265738444
lag 223,2171.032284754764,2159.6548736830596,2165.343579218912
lag 224,2072.3316080005875,2134.866623354085,2103.599115677336
lag 225,2058.288864801223,2100.5251965025063,2079.4070306518647
lag 226,2148.9123259478365,2101.688092557043,2125.30020925244
lag 227,2106.7060303877433,2011.0926742927993,2058.8993523402714
lag 228,2017.1851250153468,2109.184812015218,2063.1849685152824
lag 229,2054.4842999074435,2037.0295210962126,2045.756910501828
lag 230,2122.118158875782,2109.444970826263,2115.7815648510223
lag 231,2063.4805888432843,2093.4324018850566,2078.45649536417
lag 232,2077.2073368701167,2068.5021701397523,2072.8547535049347
lag 233,2035.6835748806548,2101.2748284779036,2068.479201679279
lag 234,2025.9824863306567,2066.9114923206193,2046.446989325638
lag 235,2026.5708554626794,2053.3166867958143,2039.943771129247
lag 236,2033.4714775828386,2099.464760645814,2066.4681191143263
lag 237,2023.308440610324,2074.829291605657,2049.0688661079903
lag 238,2103.9218767171265,2101.592074963868,2102.756975840497
lag 239,2072.04745857303,2103.8638923553362,2087.955675464183
lag 240,2002.968747749485,2087.7024452331507,2045.3355964913178
lag 241,2056.4013894645846,2136.3076528051834,2096.3545211348837
lag 242,2073.2544222405754,2180.774620857542,2127.0145215490584
lag 243,2096.0090746843466,2038.3832539483865,2067.196164316367
lag 244,2068.170748426999,2047.5253543874665,2057.8480514072326
lag 245,2046.1946496766918,2082.2868809115707,2064.240765294131
lag 246,2093.2353059876345,2055.0504879024347,2074.1428969450344
lag 247,2020.6018688190452,2077.00445368874,2048.8031612538925
lag 248,2025.5594866974097,1977.5834830365147,2001.5714848669622
lag 249,1983.4996451375687,2027.601400148023,2005.5505226427958
lag 250,2054.34581103479,2026.6256869095255,2040.4857489721578
lag 251,2029.2480750679256,2129.213780367564,2079.2309277177446
lag 252,2033.041443319698,2155.378621920029,2094.2100326198633
lag 253,2034.7281084815986,2072.200210465804,2053.4641594737013
lag 254,2022.3549231021457,2145.9046888601742,2084.1298059811597
lag 255,2068.6324959493377,2078.733643529048,2073.683069739193
lag 256,1989.0674471476595,2028.9090403112957,2008.9882437294777
lag 257,2016.8461182586511,2155.2713865081123,2086.058752383382
lag 258,2089.619917311006,2099.9637157934585,2094.7918165522324
lag 259,2057.644479973346,2030.4186737243567,2044.0315768488513
lag 260,1983.8458358836506,2028.5914506708136,2006.218643277232
lag 261,2012.201237485,2042.7245937211785,2027.4629156030892
lag 262,2028.6525942647197,2012.5508308801204,2020.6017125724202
lag 263,2033.9546350760556,2115.9783021136,2074.966468594828
lag 264,2018.5195146842264,2054.6817145735536,2036.60061462889
lag 265,2029.4724244894428,2048.649748492336,2039.0610864908895
lag 266,2053.7652465542865,2021.2079485435556,2037.486597548921
lag 267,2120.0512818185057,2149.122607927359,2134.5869448729322
lag 268,2061.8383737597496,2067.434325549905,2064.6363496548274
lag 269,2018.5067465038198,2026.8554861694574,2022.6811163366388
lag 270,1962.7395807118191,2035.2779287261947,1999.008754719007
lag 271,2031.0360549508139,2064.9814574026686,2048.0087561767414
lag 272,1972.9129325053382,2060.1767112934167,2016.5448218993774
lag 273,1971.1293245648035,2010.6894130782862,1990.9093688215448
lag 274,2090.27761696529,2021.5639422522195,2055.920779608755
lag 275,1992.1464258970027,1990.0135497941549,1991.0799878455787
lag 276,1986.101521203851,2062.027181914027,2024.064351558939
lag 277,1984.0536556372554,2055.178989243097,2019.6163224401762
lag 278,2082.105530883242,2004.4392120306559,2043.2723714569488
lag 279,2053.214575342046,2040.8236567296149,2047.0191160358304
lag 280,2022.6454698387042,1973.2067743601415,1997.9261220994229
lag 281,2094.4320838993945,2008.0498455425306,2051.2409647209624
lag 282,2093.880783301161,2124.7551644064188,2109.31797385379
lag 283,2022.9981102430618,2049.680901872419,2036.3395060577404
lag 284,2038.5768230981193,2013.6370862806093,2026.1069546893643
